latitude,longitude,report_timestamp,wave_max_height_m,wave_mean_direction_degrees,wave_peak_period_seconds,wave_significant_height_m,wind_direction_degrees,wind_gust_10m_kn,wind_gust_kn,wind_speed_10m_kn,wind_speed_kn,wind_temperature_c
32.8670359,-117.2640329,2020-02-27T21:00:00+00:00,0.673417787,253.9967126,14.62857143,0.401995242,8.296755153,2.08,1.6,1.733939342,1.333799494,23
32.8671325,-117.2640166,2020-02-27T21:30:00+00:00,0.617774783,264.2104461,14.62857143,0.364392297,317.0752239,2.6,2,1.957449957,1.505730736,22.86538462
32.8672636,-117.263917,2020-02-27T22:00:00+00:00,0.56080261,273.6850546,14.62857143,0.365790964,346.6427428,5.59,4.3,4.911025173,3.777711672,20
32.8673193,-117.263804,2020-02-27T22:30:00+00:00,0.49190032,278.975695,8.192,0.337459959,3.58117962,5.46,4.2,4.924439974,3.78803075,19
32.867356,-117.2637418,2020-02-27T23:00:00+00:00,0.571703038,285.1582997,15.75384615,0.371530437,352.9526723,5.59,4.3,5.075960572,3.904585055,19
32.8673802,-117.2636958,2020-02-27T23:30:00+00:00,0.572608544,276.8920037,7.585185185,0.319885093,337.4710181,3.38,2.6,2.727492856,2.098071428,19
32.8674634,-117.263666,2020-02-28T00:00:00+00:00,0.59442926,288.4612306,15.75384615,0.347892354,82.66757867,3.25,2.5,2.263701251,1.741308654,19
32.8674529,-117.2636743,2020-02-28T00:30:00+00:00,0.562702752,292.5914452,7.314285714,0.33811569,134.546815,2.21,1.7,1.350197964,1.038613819,18.27884615
32.8674775,-117.2637615,2020-02-28T01:00:00+00:00,0.537699992,282.1514403,7.876923077,0.325623373,128.4879939,3.9,3,3.176463515,2.443433473,18.69230769
32.8674555,-117.2638253,2020-02-28T01:30:00+00:00,0.466492716,285.9306881,15.75384615,0.322980027,162.6384724,1.82,1.4,1.183879471,0.910676516,19
32.8673657,-117.2638126,2020-02-28T02:00:00+00:00,0.409120164,276.9765676,15.75384615,0.307744681,132.3555973,3.38,2.6,3.09483701,2.380643854,19
32.8672223,-117.2638397,2020-02-28T02:30:00+00:00,0.483409228,275.2617671,15.75384615,0.319456658,83.13698579,2.99,2.3,2.344885345,1.803757958,18.40384615
32.8671423,-117.2638658,2020-02-28T03:00:00+00:00,0.542121365,269.9545592,15.75384615,0.337241997,124.3390545,1.69,1.3,1.360791848,1.04676296,19
32.867214,-117.2639249,2020-02-28T03:30:00+00:00,0.621581286,264.3499853,15.75384615,0.323839698,124.6892044,7.02,5.4,5.355907407,4.119928775,19.49038462
32.867272,-117.2638716,2020-02-28T04:00:00+00:00,0.544265853,268.9418954,17.06666667,0.333460163,120.0387773,5.59,4.3,3.76743756,2.898028892,20
32.8673126,-117.2641569,2020-02-28T04:30:00+00:00,0.521877162,265.120339,15.75384615,0.341526066,91.58175067,12.74,9.8,11.64396801,8.956898472,22
32.8673395,-117.2641594,2020-02-28T05:00:00+00:00,0.591091744,262.1269462,15.75384615,0.341989472,84.3577888,14.82,11.4,13.60620121,10.46630862,22.79807692
32.8673723,-117.2641137,2020-02-28T05:30:00+00:00,0.6603069,260.6616603,14.62857143,0.372808684,97.02422228,12.87,9.9,11.22042458,8.631095829,22
32.8672937,-117.2641479,2020-02-28T06:00:00+00:00,0.588386313,276.6509438,14.62857143,0.318684985,83.53581781,16.12,12.4,13.0306661,10.02358931,22
32.867316,-117.2640659,2020-02-28T06:30:00+00:00,0.622627854,258.2803258,14.62857143,0.36963748,107.842368,8.45,6.5,4.697742076,3.613647751,22
32.867298,-117.2639548,2020-02-28T07:00:00+00:00,0.605092627,274.1467249,15.75384615,0.390484729,103.6937522,6.24,4.8,4.910604056,3.777387736,19.38461538
32.8672969,-117.2639079,2020-02-28T07:30:00+00:00,0.490321329,272.8743203,15.75384615,0.350886851,77.65556372,3.77,2.9,3.154255641,2.426350493,19
32.8672967,-117.2639804,2020-02-28T08:00:00+00:00,0.608682466,273.6940343,15.75384615,0.408181002,47.65564989,4.55,3.5,4.155411134,3.196470103,18
32.8672954,-117.263855,2020-02-28T08:30:00+00:00,0.610042757,279.59659,15.75384615,0.385200733,128.93335,3.12,2.4,2.080423532,1.600325794,17.36538462
32.8672878,-117.2637405,2020-02-28T09:00:00+00:00,0.559507777,276.8181667,15.75384615,0.383540028,167.0286249,2.47,1.9,1.537951587,1.183039682,18
32.8673532,-117.2637603,2020-02-28T09:30:00+00:00,0.56833653,276.1694656,13.65333333,0.331213712,95.239151,5.07,3.9,3.043126767,2.340866744,18
32.8673865,-117.2636265,2020-02-28T10:00:00+00:00,0.538283579,273.5702529,17.06666667,0.345970931,201.2566314,2.34,1.8,1.961064525,1.508511173,18
32.8674542,-117.2636117,2020-02-28T10:30:00+00:00,0.646100872,286.1738962,14.62857143,0.363175805,222.4616762,7.15,5.5,4.625635827,3.558181405,18
32.8674924,-117.2636565,2020-02-28T11:00:00+00:00,0.467891351,296.6782135,15.75384615,0.31869278,141.3836569,4.16,3.2,2.76762907,2.128945439,18
32.8674789,-117.2636219,2020-02-28T11:30:00+00:00,0.478162679,280.437962,14.62857143,0.344474036,141.1227598,5.07,3.9,4.640722643,3.569786649,17
32.8674902,-117.263679,2020-02-28T12:00:00+00:00,0.505785045,290.5326222,13.65333333,0.331038575,117.6517055,3.38,2.6,2.702440493,2.07880038,17
32.8675318,-117.2637484,2020-02-28T12:30:00+00:00,0.520487079,302.4498956,15.75384615,0.346672671,127.2087947,2.47,1.9,1.98867558,1.529750446,16.21153846
32.8674889,-117.2636462,2020-02-28T13:00:00+00:00,0.549005371,309.4811527,15.75384615,0.405280005,53.01598558,1.56,1.2,0.719720328,0.553631022,16.42307692
32.8674441,-117.2636716,2020-02-28T13:30:00+00:00,0.554697821,303.534048,15.75384615,0.331130263,182.7004823,3.51,2.7,2.166229931,1.666330716,17
32.867475,-117.2638726,2020-02-28T14:00:00+00:00,0.586609251,290.1656884,15.75384615,0.345545565,128.4386035,5.33,4.1,4.741803829,3.647541407,17
32.867468,-117.2638969,2020-02-28T14:30:00+00:00,0.680714947,269.9845449,15.75384615,0.419629911,112.8408399,4.16,3.2,3.168328321,2.437175632,18
32.8673807,-117.2639273,2020-02-28T15:00:00+00:00,0.64576625,288.8209628,15.75384615,0.411649618,180.4964241,4.81,3.7,3.495095065,2.688534665,18
32.8673618,-117.263948,2020-02-28T15:30:00+00:00,0.680624066,271.4109575,14.62857143,0.516017757,164.8766939,6.37,4.9,4.390520749,3.377323653,19
32.8672801,-117.2639837,2020-02-28T16:00:00+00:00,0.764919602,276.4464677,14.62857143,0.473730535,169.2929858,5.07,3.9,4.388007763,3.375390587,19.5
32.8672703,-117.2638125,2020-02-28T16:30:00+00:00,0.871100212,311.2376511,14.62857143,0.48112326,88.93805674,1.43,1.1,0.921566432,0.708897255,22
32.8672442,-117.2637194,2020-02-28T17:00:00+00:00,0.916690602,299.3248812,14.62857143,0.517105869,334.8833032,3.9,3,3.257957549,2.506121191,22
32.8672257,-117.2636851,2020-02-28T17:30:00+00:00,0.643257129,277.1665696,14.62857143,0.491822933,263.5524879,5.46,4.2,4.781570721,3.678131324,19.73076923
32.8672237,-117.2636862,2020-02-28T18:00:00+00:00,0.767505999,297.5714148,14.62857143,0.53254254,344.6286941,3.9,3,3.080402467,2.369540359,20
32.8672584,-117.2638815,2020-02-28T18:30:00+00:00,0.810897864,275.2095446,14.62857143,0.544885698,25.24671566,5.98,4.6,4.707532602,3.621178924,22
32.8671797,-117.2638754,2020-02-28T19:00:00+00:00,0.788195908,262.1483089,14.62857143,0.56538798,9.404451997,2.47,1.9,1.670105956,1.284696889,22
32.8672134,-117.2638662,2020-02-28T19:30:00+00:00,0.784035412,287.9255642,14.62857143,0.559517534,306.3492949,3.9,3,3.275706314,2.519774088,22
32.8672023,-117.2638817,2020-02-28T20:00:00+00:00,0.852484527,296.5233093,13.65333333,0.538366396,310.8598799,6.76,5.2,3.789180779,2.914754445,23
32.8674365,-117.263688,2020-02-28T20:30:00+00:00,0.891448627,280.4392405,13.65333333,0.527303047,221.9613376,14.3,11,12.99188356,9.993756587,23
32.8674341,-117.2637246,2020-02-28T21:00:00+00:00,0.853710073,295.3250831,14.62857143,0.529562721,234.1283469,8.58,6.6,7.211447577,5.547267367,22
32.8675034,-117.2637292,2020-02-28T21:30:00+00:00,0.785772073,293.9041988,14.62857143,0.551108006,207.0361752,9.23,7.1,7.183685126,5.525911635,22.65384615
32.8675492,-117.2637197,2020-02-28T22:00:00+00:00,0.865697711,285.0079086,14.62857143,0.506046032,190.4517258,11.05,8.5,9.476706139,7.289773953,22
32.8675437,-117.2636383,2020-02-28T22:30:00+00:00,0.871777414,276.8764605,14.62857143,0.536003073,168.4312192,10.14,7.8,8.087278686,6.220983605,22
32.8675804,-117.2636856,2020-02-28T23:00:00+00:00,0.793998039,290.6990552,14.62857143,0.523352349,194.1192888,9.75,7.5,8.401501175,6.462693212,22
32.8675887,-117.2636955,2020-02-28T23:30:00+00:00,0.732984083,279.7040869,12.8,0.455779055,203.893477,9.88,7.6,7.272667217,5.594359398,20
32.8675991,-117.2637431,2020-02-29T00:00:00+00:00,0.681884019,277.0410812,13.65333333,0.459187455,185.7516376,13.13,10.1,11.28667001,8.682053855,19.66346154
32.8675885,-117.2636813,2020-02-29T00:30:00+00:00,0.748603319,269.1494523,14.62857143,0.434223344,200.4191608,11.05,8.5,9.996624675,7.689711288,19.25961538
32.8674353,-117.2634671,2020-02-29T01:00:00+00:00,0.635893377,283.7766639,14.62857143,0.417158972,182.9621456,9.1,7,8.023939509,6.172261161,19
32.867468,-117.2635033,2020-02-29T01:30:00+00:00,0.716327056,301.3629188,13.65333333,0.453165495,183.1477088,6.89,5.3,5.890651661,4.531270508,19
32.8674708,-117.2635724,2020-02-29T02:00:00+00:00,0.603922812,271.5601186,12.8,0.423590832,145.866391,12.22,9.4,8.995095662,6.919304355,19
32.8673997,-117.2636156,2020-02-29T02:30:00+00:00,0.747905917,285.0381348,13.65333333,0.466651289,148.8589294,7.67,5.9,6.546981107,5.036139313,18.31730769
32.8674383,-117.2638049,2020-02-29T03:00:00+00:00,0.871497953,279.4492734,14.62857143,0.455301515,121.8253565,9.62,7.4,8.061837865,6.201413743,18
32.867465,-117.2638348,2020-02-29T03:30:00+00:00,0.768033379,266.5437866,13.65333333,0.481064684,127.204984,10.79,8.3,9.153213678,7.040933598,18
32.8674002,-117.2638833,2020-02-29T04:00:00+00:00,0.864899601,267.3150125,12.8,0.531107276,101.0748395,4.68,3.6,3.489815937,2.684473798,18
32.8675242,-117.264011,2020-02-29T04:30:00+00:00,0.841355188,298.3526733,13.65333333,0.545495956,136.8787991,15.73,12.1,14.25584869,10.96603745,18
32.8674844,-117.2639339,2020-02-29T05:00:00+00:00,0.697434716,275.2127828,13.65333333,0.463739954,113.7905703,7.67,5.9,5.755084515,4.426988088,17
32.8674566,-117.2638526,2020-02-29T05:30:00+00:00,0.981916418,293.4477377,13.65333333,0.571135439,132.0814442,6.24,4.8,4.95721501,3.813242315,17
32.8674875,-117.2639278,2020-02-29T06:00:00+00:00,1.041112433,272.8924044,13.65333333,0.541741712,144.5814178,5.98,4.6,3.952471808,3.04036293,17
32.8674997,-117.2640488,2020-02-29T06:30:00+00:00,0.834415902,276.6198861,12.04705882,0.523051948,95.07644561,15.47,11.9,11.87502841,9.134637236,17.06730769
32.8675165,-117.2639402,2020-02-29T07:00:00+00:00,0.929433914,273.4757192,14.62857143,0.600491661,190.3215934,8.19,6.3,6.844903187,5.265310144,17
32.8674555,-117.2638925,2020-02-29T07:30:00+00:00,0.810529323,296.0103339,13.65333333,0.521996658,28.39509494,2.86,2.2,2.075029112,1.59617624,15
32.8673542,-117.2638919,2020-02-29T08:00:00+00:00,0.843712374,283.0493061,12.04705882,0.602432961,320.7714679,4.68,3.6,3.821251986,2.939424604,15
32.8673283,-117.2638814,2020-02-29T08:30:00+00:00,0.8850027,277.8005778,13.65333333,0.565232811,142.3414498,3.9,3,3.539197818,2.72245986,14
32.8672631,-117.2638419,2020-02-29T09:00:00+00:00,0.878996804,294.0879776,13.65333333,0.566854352,38.6891635,2.86,2.2,2.286966757,1.759205198,14
32.8674263,-117.2638114,2020-02-29T09:30:00+00:00,0.896456087,268.0046327,14.62857143,0.468357781,163.1420737,2.99,2.3,1.979454524,1.522657326,14
32.8675402,-117.2637284,2020-02-29T10:00:00+00:00,0.965252654,278.7403407,12.8,0.51503832,105.81542,3.12,2.4,2.347489425,1.805761096,14
32.8675624,-117.2637102,2020-02-29T10:30:00+00:00,0.658410414,296.6845491,12.04705882,0.462147646,354.667231,0.65,0.5,0.338698517,0.260537321,14
32.8675354,-117.2637013,2020-02-29T11:00:00+00:00,0.832916268,279.5420455,11.37777778,0.468050967,97.81143478,5.72,4.4,4.636064081,3.566203139,14
32.8675366,-117.263679,2020-02-29T11:30:00+00:00,0.651107068,304.7075338,12.8,0.475486815,154.5790075,4.55,3.5,3.592578006,2.763521543,14.03846154
32.8675754,-117.2637726,2020-02-29T12:00:00+00:00,0.620884517,278.8173353,12.04705882,0.43888978,131.4996462,8.06,6.2,6.384815807,4.911396775,14
32.8675467,-117.263636,2020-02-29T12:30:00+00:00,0.636242123,311.730241,13.65333333,0.434714997,142.1444053,5.98,4.6,4.699120875,3.614708366,14
32.8675189,-117.2635687,2020-02-29T13:00:00+00:00,0.781574638,297.1622614,12.04705882,0.449335588,121.8899675,9.49,7.3,8.298521965,6.383478435,15
32.8674551,-117.2635618,2020-02-29T13:30:00+00:00,0.715824285,298.1337423,13.65333333,0.392824381,126.2463603,4.03,3.1,3.477491174,2.674993211,14
32.867512,-117.2637093,2020-02-29T14:00:00+00:00,0.631665046,262.1665025,12.8,0.395960914,132.6653135,6.76,5.2,6.302664579,4.848203522,14.89423077
32.8674792,-117.2637013,2020-02-29T14:30:00+00:00,0.61893676,251.6591301,12.8,0.417901208,102.0926957,7.93,6.1,6.991468704,5.378052849,15
32.8674711,-117.2637514,2020-02-29T15:00:00+00:00,0.727102954,250.7334874,12.04705882,0.471541617,98.54732923,9.1,7,8.275944671,6.366111285,15
32.8673823,-117.2638499,2020-02-29T15:30:00+00:00,0.735081393,251.7425029,12.8,0.459831913,106.547608,8.45,6.5,6.921527078,5.324251599,17
32.867396,-117.2638896,2020-02-29T16:00:00+00:00,0.850742011,266.6064947,13.65333333,0.50744201,99.05479963,8.58,6.6,7.468291561,5.744839662,17
32.8674322,-117.2638742,2020-02-29T16:30:00+00:00,0.772533569,265.9498778,11.37777778,0.518764395,118.157299,11.18,8.6,9.540607896,7.338929151,18.15384615
32.8673584,-117.2637964,2020-02-29T17:00:00+00:00,0.828853662,255.9869426,12.04705882,0.475605587,171.6592947,7.93,6.1,6.486387309,4.989528699,19.25
32.8673598,-117.2637568,2020-02-29T17:30:00+00:00,0.772948763,245.5239323,13.65333333,0.474513717,190.6560785,9.36,7.2,8.087735308,6.221334852,19.63461538
32.8674584,-117.2637291,2020-02-29T18:00:00+00:00,0.786807042,262.9029542,12.8,0.526193273,206.0793118,13.91,10.7,11.84898348,9.114602679,20
32.8675123,-117.263637,2020-02-29T18:30:00+00:00,0.839222286,258.0232266,12.8,0.532400508,211.5452184,14.04,10.8,12.12051644,9.323474185,19
32.8675019,-117.2635745,2020-02-29T19:00:00+00:00,0.773595379,231.4303135,12.8,0.462827948,207.3491363,16.51,12.7,15.5908199,11.99293839,19
32.8675296,-117.2636438,2020-02-29T19:30:00+00:00,0.75260914,231.0165631,12.8,0.502138109,203.6734639,13.65,10.5,12.29397104,9.456900798,19
32.8675066,-117.2636151,2020-02-29T20:00:00+00:00,0.762375098,233.5408651,11.37777778,0.455459947,205.5571207,12.22,9.4,11.04665505,8.497426965,19
32.8674917,-117.2635494,2020-02-29T20:30:00+00:00,0.773404187,228.1268016,12.8,0.45005846,206.1076397,15.6,12,14.03260273,10.79430979,19
32.8674588,-117.2635126,2020-02-29T21:00:00+00:00,0.84644969,255.1083072,13.65333333,0.507806374,210.5920103,16.64,12.8,15.57447333,11.9803641,18.40384615
32.8675018,-117.2635713,2020-02-29T21:30:00+00:00,0.77593167,230.8403996,12.8,0.449952223,203.107664,15.73,12.1,14.19203811,10.91695239,18.21153846
32.8675325,-117.2636143,2020-02-29T22:00:00+00:00,0.809758523,229.7973894,11.37777778,0.449249037,215.7263033,15.21,11.7,13.94633494,10.72794995,18
32.8675542,-117.2636301,2020-02-29T22:30:00+00:00,0.961573033,244.6734679,12.8,0.530580276,203.9731296,18.33,14.1,16.85728787,12.96714451,18
32.8675629,-117.2636512,2020-02-29T23:00:00+00:00,0.954512881,246.9999351,12.8,0.550061668,206.0274252,14.95,11.5,12.93076199,9.946739995,18
32.8675778,-117.263637,2020-02-29T23:30:00+00:00,1.10338464,239.6855331,12.04705882,0.560982022,204.2503788,13.65,10.5,12.23328349,9.410218067,18
32.8675554,-117.2636001,2020-03-01T00:00:00+00:00,0.780266775,232.0776403,12.04705882,0.485639789,207.4681792,10.79,8.3,9.513072601,7.317748154,18
32.8675534,-117.2635867,2020-03-01T00:30:00+00:00,1.015691338,236.4154279,12.8,0.467540019,203.4538584,13.52,10.4,11.84003882,9.107722171,17.32692308
32.8675409,-117.2635302,2020-03-01T01:00:00+00:00,0.61262533,228.8353812,12.8,0.424910484,205.1918419,13.78,10.6,11.51243573,8.855719795,17
32.8674823,-117.2634883,2020-03-01T01:30:00+00:00,0.799066441,231.4691154,12.04705882,0.499485794,191.6533698,8.06,6.2,7.227607914,5.559698395,15.90384615
32.8674362,-117.2634664,2020-03-01T02:00:00+00:00,0.803773959,247.2700059,12.04705882,0.501320279,200.0919974,13.52,10.4,11.00862383,8.468172174,16.38461538
32.8674406,-117.263541,2020-03-01T02:30:00+00:00,0.845329579,235.1826948,12.8,0.521102556,163.3024054,10.01,7.7,9.009656248,6.930504806,16.34615385
32.8673957,-117.2634983,2020-03-01T03:00:00+00:00,0.726679579,232.3134624,11.37777778,0.457096597,191.9946096,9.75,7.5,8.231351915,6.331809165,17
32.8674294,-117.2635366,2020-03-01T03:30:00+00:00,0.752514562,239.6418757,12.04705882,0.516531669,170.4516563,10.01,7.7,8.740668901,6.723591463,17
32.8674544,-117.2636348,2020-03-01T04:00:00+00:00,0.792808649,241.0947447,13.65333333,0.459419312,157.1235865,9.75,7.5,8.492988031,6.533067716,17
32.8674694,-117.2636716,2020-03-01T04:30:00+00:00,0.688167528,241.7033986,12.8,0.468156834,163.4419696,9.62,7.4,8.178846723,6.291420556,17
32.8675029,-117.2637105,2020-03-01T05:00:00+00:00,0.752670785,242.407952,12.04705882,0.473586976,159.8359084,11.7,9,8.696639718,6.68972286,17
32.8675469,-117.2637883,2020-03-01T05:30:00+00:00,0.77766585,239.4437709,12.04705882,0.463635177,148.6269428,11.7,9,10.07634103,7.75103156,17
32.8675581,-117.2638028,2020-03-01T06:00:00+00:00,0.79106776,236.9192048,12.8,0.475295896,153.3519745,13.52,10.4,10.9731497,8.440884386,17
32.8675276,-117.2638487,2020-03-01T06:30:00+00:00,0.81104665,244.2803387,12.8,0.512363926,163.4378633,9.23,7.1,7.86383628,6.049104831,17
32.8675467,-117.2638953,2020-03-01T07:00:00+00:00,1.054601805,238.8612079,12.8,0.55032646,136.7631813,11.96,9.2,10.52562248,8.096632675,17
32.8675311,-117.2637764,2020-03-01T07:30:00+00:00,0.786593217,238.4642596,12.8,0.53941935,152.7275557,10.27,7.9,8.768336212,6.744874009,17
32.8674788,-117.2637156,2020-03-01T08:00:00+00:00,0.891227041,236.8764241,12.8,0.556492233,151.7115118,8.45,6.5,6.670341495,5.131031919,17
32.8674185,-117.2637287,2020-03-01T08:30:00+00:00,0.775739456,238.3746397,12.04705882,0.566961437,143.5379303,8.06,6.2,6.527434568,5.021103514,17
32.8674947,-117.2636806,2020-03-01T09:00:00+00:00,0.839328709,242.2747855,12.8,0.611827083,184.3321305,13.78,10.6,10.62552903,8.17348387,17
32.8675289,-117.263675,2020-03-01T09:30:00+00:00,1.076406805,241.3934642,12.04705882,0.58907069,185.5840968,11.7,9,10.53270621,8.102081696,17
32.8675333,-117.2636959,2020-03-01T10:00:00+00:00,0.965418402,244.0337643,12.04705882,0.634151436,169.7405963,9.88,7.6,8.207121553,6.313170426,15.53846154
32.8675641,-117.2636888,2020-03-01T10:30:00+00:00,1.252798224,248.4897064,5.251282051,0.645790074,170.8373337,10.27,7.9,8.714590303,6.703531002,15
32.8675716,-117.2636918,2020-03-01T11:00:00+00:00,1.01732096,251.3715389,11.37777778,0.662558164,164.127366,13.91,10.7,12.38670714,9.528236262,15.76923077
32.8675893,-117.2638066,2020-03-01T11:30:00+00:00,1.064704113,252.3017748,5.12,0.618628773,148.392297,16.25,12.5,13.95781884,10.73678372,15
32.8675616,-117.2636907,2020-03-01T12:00:00+00:00,0.90862989,261.1924075,12.8,0.626848264,176.1352976,12.61,9.7,11.06582084,8.512169876,15
32.8675728,-117.2636423,2020-03-01T12:30:00+00:00,0.990135442,265.71234,12.04705882,0.646366799,224.802147,14.17,10.9,11.89782036,9.152169506,15.75
32.8675401,-117.2635995,2020-03-01T13:00:00+00:00,1.158796962,262.7898339,17.06666667,0.739046854,202.912939,13.13,10.1,11.50504394,8.850033803,15
32.8675042,-117.2635474,2020-03-01T13:30:00+00:00,1.330756668,268.6031946,6.826666667,0.827043969,212.3747308,13.78,10.6,12.80996369,9.853818222,15.53846154
32.8674678,-117.2634827,2020-03-01T14:00:00+00:00,1.341662594,262.2093324,6.826666667,0.915860187,211.8297269,16.51,12.7,14.37852946,11.06040727,15.17307692
32.867424,-117.2634647,2020-03-01T14:30:00+00:00,1.286995012,264.4350795,6.826666667,0.901939224,216.8958119,16.38,12.6,14.05445433,10.81111871,15
32.8674483,-117.263463,2020-03-01T15:00:00+00:00,1.624014173,261.272817,7.062068966,0.958519337,215.1133117,16.51,12.7,14.27327066,10.97943897,15
32.867466,-117.2634807,2020-03-01T15:30:00+00:00,1.50324258,257.3757507,8.192,0.963329555,209.3331621,17.81,13.7,14.64285597,11.26373536,15
32.8674621,-117.2634805,2020-03-01T16:00:00+00:00,1.544257458,259.1516046,7.585185185,0.951695643,212.1430029,14.69,11.3,13.36476186,10.28058604,15.34615385
32.8674949,-117.2635082,2020-03-01T16:30:00+00:00,1.666262746,257.8500544,7.585185185,1.055297587,217.6606302,18.85,14.5,16.84691882,12.95916832,17
32.86751,-117.2635189,2020-03-01T17:00:00+00:00,1.638257213,258.147171,7.314285714,1.096794932,203.4920879,20.15,15.5,18.04857476,13.88351904,17
32.8675376,-117.2635568,2020-03-01T17:30:00+00:00,1.637383193,260.6045699,7.314285714,1.063259565,209.8104018,17.81,13.7,16.1992659,12.46097377,17
32.8675231,-117.263547,2020-03-01T18:00:00+00:00,1.790871654,260.4275095,7.314285714,1.097585082,218.6596945,17.94,13.8,14.69081433,11.30062641,18
32.8675608,-117.2635978,2020-03-01T18:30:00+00:00,1.641028742,262.2897266,7.585185185,1.055345703,213.573815,15.08,11.6,13.25059586,10.19276605,17
32.8675603,-117.2636407,2020-03-01T19:00:00+00:00,1.705343453,264.2102195,7.876923077,1.077481763,217.5543976,14.56,11.2,12.30642254,9.466478879,17
32.8675829,-117.2636821,2020-03-01T19:30:00+00:00,1.55937807,263.056405,7.585185185,1.066630403,221.8689448,12.48,9.6,11.36902475,8.745403653,17
32.8675718,-117.2636197,2020-03-01T20:00:00+00:00,1.436790649,267.4020119,7.585185185,1.090671465,230.2931298,14.43,11.1,12.98706289,9.990048374,17
32.8675234,-117.2635851,2020-03-01T20:30:00+00:00,1.609163873,259.9633276,6.606451613,1.096894464,222.7834303,14.3,11,12.10538886,9.311837584,17
32.867507,-117.2635602,2020-03-01T21:00:00+00:00,1.835203369,260.0907239,6.606451613,1.070150374,215.5889964,16.25,12.5,13.88687846,10.6822142,17.17307692
32.867514,-117.2635157,2020-03-01T21:30:00+00:00,1.910128711,265.5168013,7.585185185,1.137341298,221.5392271,13.65,10.5,12.26107338,9.431594909,17
32.8675363,-117.2635832,2020-03-01T22:00:00+00:00,1.826437781,263.5791326,6.206060606,1.125731912,209.525041,14.82,11.4,10.08971834,7.761321799,15
32.8675531,-117.2636274,2020-03-01T22:30:00+00:00,1.732143471,263.8921593,7.585185185,1.152971932,193.9924435,7.8,6,6.732033278,5.178487137,15
32.867572,-117.2636086,2020-03-01T23:00:00+00:00,1.921455381,266.7816658,5.688888889,1.258471796,224.2644831,11.96,9.2,10.34056452,7.954280398,13.77884615
32.8675513,-117.2635859,2020-03-01T23:30:00+00:00,1.997392978,266.8240804,7.314285714,1.230539158,190.0302052,5.98,4.6,5.179018773,3.983860595,14.13461538
32.8675508,-117.2635733,2020-03-02T00:00:00+00:00,1.957439074,263.362029,7.585185185,1.132966786,210.7930116,8.97,6.9,8.217926913,6.321482241,15
32.8675686,-117.2636072,2020-03-02T00:30:00+00:00,1.572259346,265.7013386,6.826666667,1.057190617,203.288671,11.83,9.1,9.940798483,7.646768064,15
32.8675599,-117.2635813,2020-03-02T01:00:00+00:00,1.817546064,267.3461587,6.826666667,1.03404936,244.9486437,15.73,12.1,13.72747715,10.55959781,15
32.8675702,-117.2635638,2020-03-02T01:30:00+00:00,1.648312386,264.6644887,6.606451613,0.994010565,203.8221597,23.27,17.9,20.66098291,15.89306377,14
32.8675244,-117.2635416,2020-03-02T02:00:00+00:00,1.419683684,265.7423556,7.062068966,0.945557495,208.3288464,15.6,12,13.36773563,10.28287356,13.76923077
32.8675199,-117.2635347,2020-03-02T02:30:00+00:00,1.358103033,264.0688214,7.062068966,0.89312932,203.6130039,15.21,11.7,13.316607,10.24354385,14
32.8674968,-117.2635175,2020-03-02T03:00:00+00:00,1.471244866,267.738783,7.585185185,0.946546226,198.2964529,11.96,9.2,11.169666,8.592050769,14
32.8674759,-117.2635356,2020-03-02T03:30:00+00:00,1.430868911,264.5926813,7.314285714,0.898946669,174.106031,7.54,5.8,6.67999892,5.138460708,13.67307692
32.8675037,-117.2635751,2020-03-02T04:00:00+00:00,1.642063029,266.1391778,7.314285714,0.883521642,114.1908904,7.28,5.6,6.095928576,4.689175827,13.14423077
32.8674729,-117.2635798,2020-03-02T04:30:00+00:00,1.457718486,267.6072627,7.062068966,0.824078503,123.7890616,7.41,5.7,5.91774245,4.552109577,13.54807692
32.8674972,-117.2635738,2020-03-02T05:00:00+00:00,1.226425095,261.8878371,17.06666667,0.802270256,185.4251556,13.26,10.2,11.16671044,8.58977726,14
32.8674413,-117.263636,2020-03-02T05:30:00+00:00,1.327676164,261.2643706,6.826666667,0.805339337,107.1126754,6.24,4.8,4.605278979,3.542522292,13
32.8674644,-117.2637543,2020-03-02T06:00:00+00:00,1.188014444,260.425758,15.75384615,0.785393791,101.967739,5.72,4.4,4.164993694,3.203841303,13
32.8674432,-117.263938,2020-03-02T06:30:00+00:00,1.257281164,263.9636207,15.75384615,0.822360704,87.33823034,8.97,6.9,8.049072383,6.191594141,13
32.8674222,-117.2639901,2020-03-02T07:00:00+00:00,1.298237296,262.2306605,6.606451613,0.803678679,74.98092545,12.35,9.5,9.140757541,7.031351955,13
32.8673734,-117.2641053,2020-03-02T07:30:00+00:00,1.278547233,261.6522458,15.75384615,0.802964071,76.80344338,12.74,9.8,11.13875086,8.568269895,13
32.8673006,-117.2640374,2020-03-02T08:00:00+00:00,1.13698061,258.3416158,6.206060606,0.756214211,54.20840067,10.66,8.2,8.753148233,6.733190948,13
32.8671768,-117.2640183,2020-03-02T08:30:00+00:00,1.173897334,259.6678231,6.206060606,0.7529508,63.42420911,10.53,8.1,9.265638482,7.127414217,13
32.8672285,-117.2641385,2020-03-02T09:00:00+00:00,1.159557674,261.8045789,6.023529412,0.75475134,79.68938723,14.95,11.5,12.35676982,9.505207552,13
